🇭🇰港澳台(主线),#genre#



👽港澳台6,#genre#
博斯运动1,http://iptv.4666888.xyz/iptv2A.php?id=6
美亚电影台,http://iptv.4666888.xyz/iptv2A.php?id=30
东森电影,http://iptv.4666888.xyz/iptv2A.php?id=48
Disney Channel,https://dhoomtv.xyz:443/live/8zpo3GsVY7/beneficial2concern/19741.ts
TVBdrama,http://iptv.4666888.xyz/iptv2A.php?id=33
TVBS新闻台,http://iptv.4666888.xyz/iptv2A.php?id=43
TVBS精采台,http://iptv.4666888.xyz/iptv2A.php?id=47
HOY77,http://iptv.4666888.xyz/iptv2A.php?id=35
民视综艺,http://iptv.4666888.xyz/iptv2A.php?id=46
民视影剧,http://iptv.4666888.xyz/iptv2A.php?id=53
娱乐新闻台,http://iptv.4666888.xyz/iptv2A.php?id=36
非凡新闻,http://iptv.4666888.xyz/iptv2A.php?id=44
华艺中文台,http://iptv.4666888.xyz/iptv2A.php?id=37
靖洋戏剧台,http://iptv.4666888.xyz/iptv2A.php?id=42
靖天电影台,http://iptv.4666888.xyz/iptv2A.php?id=56
MY影视TVsuper,http://iptv.4666888.xyz/iptv2A.php?id=22
RHJ31,http://iptv.4666888.xyz/iptv2A.php?id=23
TVBJ1,http://iptv.4666888.xyz/iptv2A.php?id=26
ELTA综合,http://iptv.4666888.xyz/iptv2A.php?id=49
RockAction,http://iptv.4666888.xyz/iptv2A.php?id=50
台视综合,http://iptv.4666888.xyz/iptv2A.php?id=51
民视,http://iptv.4666888.xyz/iptv2A.php?id=55
翡翠台,http://iptv.4666888.xyz/iptv2A.php?id=28
爱奇艺,http://iptv.4666888.xyz/iptv2A.php?id=21
八度空间,http://iptv.4666888.xyz/iptv2A.php?id=52
Now体育台,http://109.61.81.35:443/767/mpegts?token=1d8c18a3d377f5418d2501aa54082b60
Now星影台,http://74.91.26.218:82/live/nowxy.m3u8
Now新闻台,http://cdn.163189.xyz/163189/now
中天新闻,http://74.91.26.218:82/live/ztxw.m3u8
无线新闻,http://74.91.26.218:82/live/inews.m3u8
无线新闻,https://cdn6.101.qzz.io/163189/wxxw
无线星河,https://cdn6.101.qzz.io/163189/tvbxh
CCM,http://74.91.26.218:82/live/tyjd.m3u8
TVB星河,https://o11.163189.xyz/stream/live/tvbxh/
TVB明珠,https://MY影视tv.cdn.loc.cc/o12.php?id=mzt
TVB Plus,https://o11.163189.xyz/stream/tvb/tvbp/
TVB Plus,http://74.91.26.218:82/live/j2.m3u8
TVBS新闻台,http://rihou.cc:555/tv/[FY]tvbS新闻
娱乐新闻台,https://cdn9.163189.xyz/smt3.1.1.php?id=Tvbentertainment
千禧经典台,https://o11.163189.xyz/stream/live/tvbc/
翡翠台,https://o11.163189.xyz/stream/tvb/fct4k/
华丽翡翠台,https://o11.163189.xyz/stream/live/hlt/
TANG,https://ntd02.akamaized.net/HD-NY/tracks-v3a1/mono.m3u8
天映频道,http://74.91.26.218:82/live/typd.m3u8
Z频道,http://74.91.26.218:82/live/twz.m3u8
美亚电影台,https://cdn9.163189.xyz/smt3.1.1.php?id=meiyamovie_twn
美亚电影台,http://74.91.26.218:82/live/MY影视dy.m3u8
爱奇艺,https://o11.163189.xyz/stream/live/iqiyi/
Astro AEC,https://o11.163189.xyz/stream/live/aec/
Astro AOD,https://o11.163189.xyz/stream/live/aod/
Astro QJ,https://o11.163189.xyz/stream/live/qj/
sports3,http://iptv.4666888.xyz/iptv2A.php?id=3
ASTV亚洲卫视,https://p2hs.vzan.com/slowlive/821481626725612419/live.m3u8
星空卫视,http://iot-mqqt.111yao.cn:8080/live/diyp_xingkong.m3u8
凤凰中文台,http://61.184.46.85:85/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰资讯,http://61.184.46.85:85/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0

👽港澳台7,#genre#
pₒₚc电影频流,http://tl.061833.xyz/tl/popc
Plus综合频流,http://tl.061833.xyz/tl/pluse
无线新闻频流,http://tl.061833.xyz/tl/null-11
无线翡翠频流,http://tl.061833.xyz/tl/null
无线明珠频流,http://tl.061833.xyz/tl/null-12
无线娱乐频流,http://tl.061833.xyz/tl/null-14
无线经典频流,http://tl.061833.xyz/tl/null-3
无线综合频流,http://tl.061833.xyz/tl/mytvsuperfree
无线戏曲频流,http://tl.061833.xyz/tl/null-15
无线粤片频流,http://tl.061833.xyz/tl/null-10
无线亚剧频流,http://tl.061833.xyz/tl/null-13 
无线华剧频流,http://tl.061833.xyz/tl/null-4 
无线少儿频流,http://tl.061833.xyz/tl/superkidschannel
无线赛马频流,http://tl.061833.xyz/tl/mytvsuper18 
黄金翡翠频流,http://tl.061833.xyz/tl/null-2 
黄金华剧频流,http://tl.061833.xyz/tl/null-9
天映经典频流,http://tl.061833.xyz/tl/null-1
国家地理频流,http://tl.061833.xyz/tl/lovenaturehd  
美亚电影频流,http://tl.061833.xyz/tl/null-5
中国电影频流,http://tl.061833.xyz/tl/null-6
AXN电影频流,http://tl.061833.xyz/tl/axn
KIX_韩综频流,http://tl.061833.xyz/tl/kix
ANIMAX'频流,http://tl.061833.xyz/tl/animax
rock娱乐频流,http://tl.061833.xyz/tl/rockaction
rock综艺频流,http://tl.061833.xyz/tl/rock
Nick儿童频流,http://tl.061833.xyz/tl/nickjr
Nick少儿频流,http://tl.061833.xyz/tl/nickelodeon
ZooMoo'频流,http://tl.061833.xyz/tl/zoomoo

📽️电视剧场_8657,#genre#
亮剑电视轮播,http://cfss.cc/cdn/huya/30080238.flv
雪豹电视轮播,http://cfss.cc/cdn/huya/29580970.flv
寻秦记播频道,http://cfss.cc/cdn/huya/29465848.flv
寻秦记播频道,http://cfss.cc/cdn/huya/29633850.flv
西游记播频道,http://cfss.cc/cdn/huya/29465859.flv
楚汉骄雄频道,http://cfss.cc/cdn/huya/29465854.flv
陀枪师姐频道,http://cfss.cc/cdn/huya/29465857.flv
法证先锋频道,http://cfss.cc/cdn/huya/29465861.flv
刑事侦缉频道,http://cfss.cc/cdn/huya/29465856.flv
笑看风云频道,http://cfss.cc/cdn/huya/29465858.flv
大唐双龙频道,http://cfss.cc/cdn/huya/29465850.flv
洗冤录播频道,http://cfss.cc/cdn/huya/29465851.flv
金枝欲孽频道,http://cfss.cc/cdn/huya/29465847.flv
野蛮奶奶频道,http://cfss.cc/cdn/huya/23863796.flv
创世纪播频道,http://cfss.cc/cdn/huya/29465852.flv
封神榜播频道,http://cfss.cc/cdn/huya/29465849.flv
神雕侠侣频道,http://cfss.cc/cdn/huya/30454429.flv
妙手仁心频道,http://cfss.cc/cdn/huya/29465853.flv
活佛济公频道,http://cfss.cc/cdn/huya/23903123.flv
倚天屠龙频道,http://cfss.cc/cdn/huya/27834853.flv
鹿鼎记98频道,http://cfss.cc/cdn/huya/26355806.flv
小李飞刀频道,http://cfss.cc/cdn/huya/11342417.flv
水月洞天频道,http://cfss.cc/cdn/huya/21059567.flv
绝代双娇频道,http://cfss.cc/cdn/huya/29465867.flv
风云雄霸频道,http://cfss.cc/cdn/huya/21059612.flv
如懿传播频道,http://cfss.cc/cdn/huya/29465868.flv
芈月传播频道,http://cfss.cc/cdn/huya/11352975.flv
延禧攻略频道,http://cfss.cc/cdn/huya/26355864.flv
王子青蛙频道,http://cfss.cc/cdn/huya/11601964.flv
永夜星河频道,http://cfss.cc/cdn/huya/23734169.flv
玫瑰故事频道,http://cfss.cc/cdn/huya/23865142.flv
漫长季节频道,http://cfss.cc/cdn/huya/11342393.flv
梦华录播频道,http://cfss.cc/cdn/huya/11336590.flv
乌龙院闯频道,http://cfss.cc/cdn/huya/26355767.flv
新楚留香频道,http://cfss.cc/cdn/huya/26355848.flv
新楚留香频道,http://cfss.cc/cdn/huya/23863804.flv
无心法师频道,http://cfss.cc/cdn/huya/30080233.flv
征服频道,http://cfss.cc/cdn/huya/30311494.flv
蜡笔小新频道,http://cfss.cc/cdn/huya/30299353.flv
海绵宝宝频道,http://cfss.cc/cdn/huya/11352919.flv
龙珠频道,http://cfss.cc/cdn/huya/10279885.flv
叮当全集频道,http://cfss.cc/cdn/huya/11601963.flv
樱桃小丸频道,http://cfss.cc/cdn/huya/11342394.flv
猫和老鼠频道,http://cfss.cc/cdn/huya/11352879.flv
精绝古城频道,http://cfss.cc/cdn/huya/11352871.flv
怒晴湘西频道,http://cfss.cc/cdn/huya/11602075.flv
龙岭迷窟频道,http://cfss.cc/cdn/huya/29465863.flv
云南虫谷频道,http://cfss.cc/cdn/huya/11352898.flv
JJ斗地主频道,http://cfss.cc/cdn/huya/14079954.flv
亮剑频道,http://cfss.cc/cdn/huya/30080238.flv
民兵葛二频道,http://cfss.cc/cdn/huya/11602072.flv
我的团长频道,http://cfss.cc/cdn/huya/11352910.flv
铁道游击频道,http://cfss.cc/cdn/huya/11352936.flv
铁梨花播频道,http://cfss.cc/cdn/huya/11352912.flv
康熙微服频道,http://cfss.cc/cdn/huya/11342418.flv
御赐仵作频道,http://cfss.cc/cdn/huya/11352948.flv
新水浒传频道,http://cfss.cc/cdn/huya/11342384.flv
开端频道,http://cfss.cc/cdn/huya/11342397.flv
神探狄仁频道,http://cfss.cc/cdn/huya/11352958.flv
三国演义频道,http://cfss.cc/cdn/huya/11602081.flv
新三国演频道,http://cfss.cc/cdn/huya/11352944.flv
问心频道,http://cfss.cc/cdn/huya/11352890.flv
家有儿女频道,http://cfss.cc/cdn/huya/29774370.flv
全职高手频道,http://cfss.cc/cdn/huya/11352901.flv
炊事班的频道,http://cfss.cc/cdn/huya/19524135.flv
医馆笑传频道,http://cfss.cc/cdn/huya/11352891.flv
杨光生活频道,http://cfss.cc/cdn/huya/11602085.flv
陈情令播频道,http://cfss.cc/cdn/huya/29465862.flv
神医喜来频道,http://cfss.cc/cdn/huya/11601978.flv
大宋提刑频道,http://cfss.cc/cdn/huya/26355856.flv
鹊刀门传频道,http://cfss.cc/cdn/huya/29805872.flv
白鹿原播频道,http://cfss.cc/cdn/huya/11342416.flv
长相思播频道,http://cfss.cc/cdn/huya/11336593.flv
你是我的频道,http://cfss.cc/cdn/huya/11352920.flv
一代枭雄频道,http://cfss.cc/cdn/huya/11342398.flv
庆余年播频道,http://cfss.cc/cdn/huya/11352960.flv
铁齿铜牙频道,http://cfss.cc/cdn/huya/11342396.flv
镖行天下频道,http://cfss.cc/cdn/huya/11352969.flv
雪中悍刀频道,http://cfss.cc/cdn/huya/11336592.flv
星汉灿烂频道,http://cfss.cc/cdn/huya/11336591.flv
将夜频道,http://cfss.cc/cdn/huya/11352885.flv
父母爱情频道,http://cfss.cc/cdn/huya/11602071.flv
大染坊播频道,http://cfss.cc/cdn/huya/11602086.flv
地下交通频道,http://cfss.cc/cdn/huya/11342433.flv
邻里一家频道,http://cfss.cc/cdn/huya/11342426.flv
雍正王朝频道,http://cfss.cc/cdn/huya/11342439.flv
士兵突击频道,http://cfss.cc/cdn/huya/11342430.flv
爱情公寓频道,http://cfss.cc/cdn/huya/11336726.flv
电视剧一频道,http://cfss.cc/cdn/huya/29465862.flv
电视剧二频道,http://cfss.cc/cdn/huya/11336591.flv
电视剧三频道,http://cfss.cc/cdn/huya/21059563.flv
电视剧四频道,http://cfss.cc/cdn/huya/26355783.flv
电视剧五频道,http://cfss.cc/cdn/huya/11352912.flv
电视剧六频道,http://cfss.cc/cdn/huya/11352936.flv
电视剧七频道,http://cfss.cc/cdn/huya/21059630.flv
电视剧八频道,http://cfss.cc/cdn/huya/26355775.flv
电视剧九频道,http://cfss.cc/cdn/huya/21059594.flv
电视剧十频道,http://cfss.cc/cdn/huya/11336592.flv
电视剧十一道,http://cfss.cc/cdn/huya/11602088.flv
雪中悍刀行剧,http://cfss.cc/cdn/huya/11336592.flv
庆余年一轮播,http://cfss.cc/cdn/huya/11352960.flv
庆余年二轮播,http://cfss.cc/cdn/huya/23740156.flv
传闻中的芊芊,http://cfss.cc/cdn/huya/21059608.flv
如懿传电视剧,http://cfss.cc/cdn/huya/29465868.flv
芈月传电视剧,http://cfss.cc/cdn/huya/11352975.flv
延禧攻略轮播,http://cfss.cc/cdn/huya/26355864.flv
与凤行电视剧,http://cfss.cc/cdn/huya/26355866.flv
柳舟记电视剧,http://cfss.cc/cdn/huya/23860039.flv
开端电视轮播,http://cfss.cc/cdn/huya/11342397.flv
我爱男保姆播,http://cfss.cc/cdn/huya/29581262.flv
科幻梦工场播,http://cfss.cc/cdn/huya/15152155.flv
脱口秀大会肆,http://cfss.cc/cdn/huya/30080243.flv
脱口秀大会伍,http://cfss.cc/cdn/huya/11352875.flv
传闻中的芊芊,http://cfss.cc/cdn/huya/21059608.flv
如懿传电视剧,http://cfss.cc/cdn/huya/29465868.flv
芈月传电视剧,http://cfss.cc/cdn/huya/11352975.flv
延禧攻略轮播,http://cfss.cc/cdn/huya/26355864.flv
与凤行电视剧,http://cfss.cc/cdn/huya/26355866.flv
柳舟记电视剧,http://cfss.cc/cdn/huya/23860039.flv
开端电视轮播,http://cfss.cc/cdn/huya/11342397.flv
我爱男保姆播,http://cfss.cc/cdn/huya/29581262.flv
渗透电视轮播,http://cfss.cc/cdn/huya/30080244.flv
亮剑电视轮播,http://cfss.cc/cdn/huya/30080238.flv
雪豹电视轮播,http://cfss.cc/cdn/huya/29580970.flv
雪中悍刀行剧,http://cfss.cc/cdn/huya/11336592.flv
庆余年一轮播,http://cfss.cc/cdn/huya/11352960.flv
庆余年二轮播,http://cfss.cc/cdn/huya/23740156.flv
科幻梦工场播,http://cfss.cc/cdn/huya/15152155.flv
脱口秀大会肆,http://cfss.cc/cdn/huya/30080243.flv
脱口秀大会伍,http://cfss.cc/cdn/huya/11352875.flv

星空卫视频道,http://122.224.58.42:85/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
凤凰电影频道,http://122.224.58.42:85/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0
动作电影频道,http://ds920.dsmynas.net:5555/rtp/226.0.2.94:8012%24%E5%B1%B1%E8%A5%BFuni2+
家庭影院频道,http://ds920.dsmynas.net:5555/rtp/226.0.2.240:9820%24%E5%B1%B1%E8%A5%BFuni2+
影迷电影频道,http://ds920.dsmynas.net:5555/rtp/226.0.2.93:8004%24%E5%B1%B1%E8%A5%BFuni2+
重温经典频道,http://120.76.248.139/live/bfgd/4200000635.m3u8
古装妖魔频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c58_fast_947_1080P_t10/c58_fast_947_1080P_t10.m3u8?d
军旅剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c54_fast_700_1080P_t10/c54_fast_700_1080P_t10.m3u8?d
抗战剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c54_fast_884_1080P_t10/c54_fast_884_1080P_t10.m3u8?d
谍战剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c57_fast_882_1080P_t10/c57_fast_882_1080P_t10.m3u8?d
红色剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c60_fast_1049_1080P_t10/c60_fast_1049_1080P_t10.m3u8?d
家庭剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c59_fast_999_1080P_t10/c59_fast_999_1080P_t10.m3u8?d
泰语剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c58_fast_949_1080P_t10/c58_fast_949_1080P_t10.m3u8?d
搞笑剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c58_fast_953_1080P_t10/c58_fast_953_1080P_t10.m3u8?d
传奇剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c54_fast_1052_1080P_t10/c54_fast_1052_1080P_t10.m3u8?d
青春剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c58_fast_986_1080P_t10/c58_fast_986_1080P_t10.m3u8?d
欢乐剧场频道,http://lvbdcdncmn.inter.ptqy.gitv.tv/tslive/c56_fast_951_1080P_t10/c56_fast_951_1080P_t10.m3u8?d
青春剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c58_fast_986_1080P_t10/c58_fast_986_1080P_t10.m3u8?d
甜宠剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c54_fast_877_1080P_t10/c54_fast_877_1080P_t10.m3u8?d
大家剧场频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c58_fast_975_1080P_t10/c58_fast_975_1080P_t10.m3u8?d
警匪悬疑频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c58_fast_880_1080P_t10/c58_fast_880_1080P_t10.m3u8?d
古装大剧频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c55_fast_879_1080P_t10/c55_fast_879_1080P_t10.m3u8?d
爱情生活频道,http://lvbaiducdnct.inter.ptqy.gitv.tv/tslive/c59_fast_967_1080P_t10/c59_fast_967_1080P_t10.m3u8?d

👽港澳台8,#genre#
凤凰中文,http://rihou.cc:555/tv/[SX]凤凰中文
凤凰资讯,http://rihou.cc:555/tv/[SX]凤凰资讯
凤凰香港,http://rihou.cc:555/tv/[SX]凤凰香港
凤凰中文,http://rihou.cc:555/tv/[Pd]凤凰中文
凤凰中文,http://rihou.cc:555/tv/[Bx]凤凰中文
凤凰资讯,http://rihou.cc:555/tv/[Pd]凤凰资讯
凤凰资讯,http://rihou.cc:555/tv/[Bx]凤凰资讯
凤凰香港,http://rihou.cc:555/tv/[Pd]凤凰香港
凤凰香港,http://rihou.cc:555/tv/[Bx]凤凰香港
寰宇新闻,http://rihou.cc:555/tv/[Uk]寰宇新闻
民视新闻,http://rihou.cc:555/tv/[Uk]民视新闻
民视新闻,http://rihou.cc:555/tv/[mn]民视新闻
中视新闻,http://rihou.cc:555/tv/[mn]中视新闻
华视新闻,http://rihou.cc:555/tv/[mn]华视新闻
台视新闻,http://rihou.cc:555/tv/[mn]台视新闻
公视闽南,http://rihou.cc:555/tv/[mn]公视闽南
民视闽南,http://rihou.cc:555/tv/[mn]民视闽南
中视闽南,http://rihou.cc:555/tv/[mn]中视闽南
华视闽南,http://rihou.cc:555/tv/[mn]华视闽南
台视闽南,http://rihou.cc:555/tv/[mn]台视闽南
公视闽语,http://rihou.cc:555/tv/[mn]公视闽语
公视综合,http://rihou.cc:555/tv/[mn]公视综合
民视南闽,http://rihou.cc:555/tv/[mn]民视南闽
民视第一,http://rihou.cc:555/tv/[mn]民视第一
中视经典,http://rihou.cc:555/tv/[mn]中视经典
中视菁采,http://rihou.cc:555/tv/[mn]中视菁采
华视教育,http://rihou.cc:555/tv/[mn]华视教育
台视综合,http://rihou.cc:555/tv/[mn]台视综合
台视财经,http://rihou.cc:555/tv/[mn]台视财经
凤凰中文 ,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUWdJdT-WvPAhPYAjqDDKUkgBhqPU05spvygdOQVMR-49HfUHqoz3BWysXpY3IcoxaskiJ6HCxNUFEGBHN7J9cHwJfR5qJYrfvRgFxEFVGK3M4e6U8zBBcXQ62XaSa7kUQZiYq5vbmVseM-xEImPe5pGROKnFK232_zwhQVcDCWqJ8GlcYI2uYcWREAj3tlSyt6pugIwt_wjsXByc9jMtMyw.m3u8?u=1756878715
凤凰资讯 ,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUWdJdT-WvPAhPYAjqDDKUknI2Qgu2H4THar3t2qm5CfJDW3oVsOfc-rbdZFzD2Lybr1EdctHM-qT90R9UPodL2nKzV7EyOABx0QR2dts6OWSHtsa0zWi7JZHPykhh2gL-1HTjlyHCq6MZDtf1gui0jRYCedTismGdA915iCIozcMoT5gl1u-RHNMhb_AyfsUllhm3olGmi0Hmey4uCeMycw.m3u8?u=1756878715
凤凰香港,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUWdJdT-WvPAhPYAjqDDKUkn8SJteYZ9uqzUO6nYtuUh6F-PN7bfjcRGaPw6WlGqRJXDBhEndnIu4j9XCk2jMbsgXqcdc5EoIBXfD7zolJBsvKapI6zL3TY0miLmlXbN6s1HL9nbhZ_-YYylQavg8fyJuokqsa-c_dYoVldu95ImgqU0t9mxSaKem7IJRiBJmz9a_295GFeFQ89c_Ubo4Q9g.m3u8?u=1756878715
凤凰中文台,http://61.184.46.85:85/tsfile/live/1029_1.m3u8?key=txiptv&playlive=1&authid=0
中视新闻,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUyH_fs26-c7nBUTry9_G9WMoiY9eSvYzh6ZwnRGmkQCdsjPrEP66LQen6iWL-fzZsqBTXBHKSfZLUc3BwHZ8Q4_yA7qBHgB0punInWfeNbjrSmjvScFFu0zpuxNErW7EIII4-rSdU1ytKDClCBqmsDn2rc00nFckmk5plk1cMpGnBmnI_y3vRoROfc3NhwO-4ZeKxcw_ZE1BegueTZVshjQ.m3u8?u=1756878715
华视新闻,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUyH_fs26-c7nBUTry9_G9WKqScQqAKpRWYNyer9iIQlXfEfGOtgn4R3j-fMkdCF3Nrz8a8eWtVPoBarT83pADy0q9_LSk_YemjPXgslCED7SsSF1-vePW6HBPwNMbJZjVrVMIe8TvrqhAfpliA3zm12VWQgXhJALgwvtO8zKq0OSijpJ5tnyd4PioVRKZPphfrGIxVr2eJ06-AOUnncmLLA.m3u8?u=1756878715
台视新闻,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUyH_fs26-c7nBUTry9_G9WNuD_XjMeRfmWF04O0RfD3fflKqSgrhOtkHsYB1YQTSvhscjGW3T8rf3CFzfYl4iI8DTTm-5OSvy80YjPqMN_cpyFGhLm-Ruyfmzu_7xrjqT-9GBgHwFLkyNFQzGJWbhmHXJUBlyty0e0vgYH48pATr-8pAVDOl4YVdbbu-ydMBUCi5cNttFMNmRtOWZSykmNQ.m3u8?u=1756878715
寰宇新聞,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUrjtaa4Sm6Zqst6X8-oz1Y-yX5WxfP9t3MAsEacmoHMAATkf95hBijDFAQIps_CljrY7cfUCax36RsGU9vHMakaqNys8flpfoZ32z0eID0KJ2STPZ2GH5xPG1alwz1Hp62UTKJuAYloprj_uyKumLdGq2pfUc7NXdljnUnLj3LSgPR9bjDEehNM6ZhUDcIxp6k6StsTsgfCFcB27k567Ffg.m3u8?u=1756878715
年代新闻,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUaB2MBpZJIecyktt2dzKZQvzDmsGPRsuRU2uKtozBIbVuj3nQ76zeQNSfvlqaCO74L1hE9YA3539hcp4FLk3RsP67gciU6sMI9_Ho3bTvoNl5lAWH0RAIF53EiwGIB1btqj1CJWfr7pdC0PMT5nku57JdhxBU8vjD_Be8N6lFdkCGP61-QcU2SJ38Xv_HOGSnGTLVAVAzlWXdVwjiDGte9w.m3u8?u=1756878715
非凡新聞,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUaB2MBpZJIecyktt2dzKZQmXztaPqUaTu4Cwnl89i6cAR9Ns3UjqcoGz-7Ku7pzf8iRuAW58SqlW8Ghow8snuw6yfVoLvHJKXPQNA-W3LLPQLYBMRGmbNnAsWRe3wWdIC4EE16x_TBLIOmMb-W1cOjjtcA4GIBxfm2qECWwd6GZ4tuxkY-pmlspR_GyEilrC5x123WrqHPcYUKVnd9k5Lvw.m3u8?u=1756878715
中天新闻,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUn1weg9EIn8Xrh84byOMHltVE9N3WLtuC0KGqQoCGF3mOm0TSLdgPjhBprmGB4zyqQzA-hlku7ywqIzpIxD2NPouLpCdDfVvqCGLQHOouS1wFJfKeirbr0BNlIEcSWPoxar79xDEZh18C4Q3EZzV308KVQo0L5GaZ9n1h-yns8FSMwsfu2dThB5qEdAcL_EJ3eRscWGZ_PGZT3xHdBjigUA.m3u8?u=1756878715
中天新闻 2,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUn1weg9EIn8Xrh84byOMHlqvntyb_qMYtTQWDTd-8qnYQRxMD8JusEP2xFbt0PAD-3AJkKuDbJ8dUc0g08pKJvz63xeLlt0-3wvg4Wley-kiez3zwrIU5LtfUK7kukdRqtcvbuAC9gvTk9Sgkvr_nhCAB_YMHtZ8P2cma_Ljan1DM8p_AJjNCVbPVk0VvQVVaAYMo848YZCeD6f8NMWlUEw.m3u8?u=1756878715
壹电视新闻,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iU-PTrevW4Nb5kml8ZMd3at6KxercJcKp5FzOodsLjAhZrDBWIDK8NNvC4BgglNqWKEjLnzLU4RSIUO3o3jvVbs9cmoZ_SNo3oZ9iHIOCBCzS-bxtPu-iQqNaa-3mZwVW7Qo3_1XzatE0yXUR7vGanORE791NoW_7RNtLnvtkx78XGyUIrGuVwu0iSk9vQfZAZKIK86x7qxdjAcepj6-nDSA.m3u8?u=1756878715
靖天资讯,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iU-PTrevW4Nb5kml8ZMd3atzbtvCRGQ3MDg4rhDwXJUo27Wne7i2ic9WsH8-j4buWEQhUJx9QjfA2z6UKJyuHpLAOOdcN21nHCraYsxN_eYkwHk1rEyYvQUiDqLXEVzJAA4f-hmzVB_5Lwfo6SxCisWIBEG_u3wFU-dg0dSYIr7H1w22lPl_b55igxNT51gLExSH5ldcRagBv1xkvpNk0w2A.m3u8?u=1756878715
无线新闻台 HD,http://8.218.84.3:8885/live/LxWcScuQ6WphaELY4DhkKm8SIv7_ZgNIJtNvFurqphvyqxUIU84OjKVCwFxMq9iUEbph0MZRKP28AR8hSX0shw-kQLvz2ZlL6nyYPGVfN3FduvOO49j8rJSv3lqv06Z81xFF6OU44IdM5xkGsvN3l3E7lJ869oB2qx2kUpO9-t9Vnx89r2fkyUdx_t-s5yfsTcO6xNsYqCI63aI8eD3U_orZF_u25-jN4fzjPbudkZwUqvMnDEWGsGV54PVGH1subd_9bdnPjMgjDmjB4ValZA.m3u8?u=1756878715
凤凰资讯,http://61.184.46.85:85/tsfile/live/1030_1.m3u8?key=txiptv&playlive=1&authid=0
香港佛陀,https://sg1.amtb.de/liveedge/_definst_/smil:livetv.smil/chunklist_w1071093527_b828000.m3u8
华藏卫视,http://61.216.67.119:1935/HZTV/HZTV/chunklist_w1827568404.m3u8
台湾|卍佛卫慈悲台,https://btsw-ott2b.cdn.hinet.net/live_bts/btsw01/playlist.m3u8
唯心,http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/playlist.m3u8
生命电视,http://61.216.67.119:1935/lifetv/lifetv.stream/manifest.m3u8
台湾|唯心WXTV2,http://61.216.67.119:1935/wxtv/wxtv.stream/playlist.m3u8
